#TYPE System.Management.Automation.PSCustomObject
"timestamp","itemCount","cloud_RoleInstance","customMeasurements","sdkVersion","application_Version","operation_Id","location","user_AccountId","size","client_Model","performanceBucket","customDimensions","success","duration","client_Browser","client_Type","client_StateOrProvince","iKey","appName","client_City","appId","id","itemType","user_Id","user_AuthenticatedId","operation_Name","itemId","cloud_RoleName","client_OS","session_Id","client_CountryOrRegion","operation_ParentId","name","client_IP","message","operation_SyntheticSource"
"2020-07-23T08:22:01.6826878Z","1","",,"","","6cee404ed9684d808b7a90159e959546","West US","",,"","","{""FullTestResultAvailable"":""false"",""WebtestArmResourceName"":""website-api-test"",""SyntheticMonitorId"":""default_website-api-test_us-ca-sjc-azr"",""WebtestLocationId"":""us-ca-sjc-azr"",""SourceId"":""sid://75c23ac3-28d1-4237-aca1-72841c44b082.visualstudio.com/applications/iotblockchain-kqmzpa/features/website-api-test/locations/us-ca-sjc-azr""}","1","111","","PC","Washington","a1cfbe77-5dbc-47b7-b8e3-e0e1ed1b11c7","iotblockchain-kqmzpa","","75c23ac3-28d1-4237-aca1-72841c44b082","6cee404ed9684d808b7a90159e959546","availabilityResult","","","","a0601c8e-ccbd-11ea-a5b3-c9084b0620a1","","","","United States","6cee404ed9684d808b7a90159e959546","website-api-test","0.0.0.0","Passed",""
"2020-07-23T08:23:08.1011187Z","1","",,"","","ac056b0f089e404681a49d28614f3577","South Central US","",,"","","{""FullTestResultAvailable"":""false"",""WebtestArmResourceName"":""website-api-test"",""SyntheticMonitorId"":""default_website-api-test_us-tx-sn1-azr"",""WebtestLocationId"":""us-tx-sn1-azr"",""SourceId"":""sid://75c23ac3-28d1-4237-aca1-72841c44b082.visualstudio.com/applications/iotblockchain-kqmzpa/features/website-api-test/locations/us-tx-sn1-azr""}","1","230","","PC","Texas","a1cfbe77-5dbc-47b7-b8e3-e0e1ed1b11c7","iotblockchain-kqmzpa","San Antonio","75c23ac3-28d1-4237-aca1-72841c44b082","ac056b0f089e404681a49d28614f3577","availabilityResult","","","","c37dfb09-ccbd-11ea-94a1-33181dc2e86f","","","","United States","ac056b0f089e404681a49d28614f3577","website-api-test","0.0.0.0","Passed",""
"2020-07-23T08:24:11.6588616Z","1","",,"","","f7bdd4a0c33f4a4c820f6018855b6cde","East US","",,"","","{""FullTestResultAvailable"":""false"",""WebtestArmResourceName"":""website-api-test"",""SyntheticMonitorId"":""default_website-api-test_us-va-ash-azr"",""WebtestLocationId"":""us-va-ash-azr"",""SourceId"":""sid://75c23ac3-28d1-4237-aca1-72841c44b082.visualstudio.com/applications/iotblockchain-kqmzpa/features/website-api-test/locations/us-va-ash-azr""}","1","286","","PC","Virginia","a1cfbe77-5dbc-47b7-b8e3-e0e1ed1b11c7","iotblockchain-kqmzpa","Washington","75c23ac3-28d1-4237-aca1-72841c44b082","f7bdd4a0c33f4a4c820f6018855b6cde","availabilityResult","","","","e710bbc5-ccbd-11ea-9999-79f7510baf35","","","","United States","f7bdd4a0c33f4a4c820f6018855b6cde","website-api-test","0.0.0.0","Passed",""
"2020-07-23T08:25:18.2913049Z","1","",,"","","d448b80ae0a446dfa8858d744713ca3f","East US","",,"","","{""FullTestResultAvailable"":""false"",""WebtestArmResourceName"":""website-ui-test"",""SyntheticMonitorId"":""default_website-ui-test_us-va-ash-azr"",""WebtestLocationId"":""us-va-ash-azr"",""SourceId"":""sid://75c23ac3-28d1-4237-aca1-72841c44b082.visualstudio.com/applications/iotblockchain-kqmzpa/features/website-ui-test/locations/us-va-ash-azr""}","1","1105","","PC","Virginia","a1cfbe77-5dbc-47b7-b8e3-e0e1ed1b11c7","iotblockchain-kqmzpa","Washington","75c23ac3-28d1-4237-aca1-72841c44b082","d448b80ae0a446dfa8858d744713ca3f","availabilityResult","","","","0e2c0607-ccbe-11ea-858f-f56e39272071","","","","United States","d448b80ae0a446dfa8858d744713ca3f","website-ui-test","0.0.0.0","Passed",""
"2020-07-23T08:25:23.8935538Z","1","",,"","","0d8aa78cb41d4d79a0aeb6800f8966c9","West US","",,"","","{""FullTestResultAvailable"":""false"",""WebtestArmResourceName"":""website-ui-test"",""SyntheticMonitorId"":""default_website-ui-test_us-ca-sjc-azr"",""WebtestLocationId"":""us-ca-sjc-azr"",""SourceId"":""sid://75c23ac3-28d1-4237-aca1-72841c44b082.visualstudio.com/applications/iotblockchain-kqmzpa/features/website-ui-test/locations/us-ca-sjc-azr""}","1","137","","PC","Washington","a1cfbe77-5dbc-47b7-b8e3-e0e1ed1b11c7","iotblockchain-kqmzpa","","75c23ac3-28d1-4237-aca1-72841c44b082","0d8aa78cb41d4d79a0aeb6800f8966c9","availabilityResult","","","","136b40c4-ccbe-11ea-abeb-a309705a9a7c","","","","United States","0d8aa78cb41d4d79a0aeb6800f8966c9","website-ui-test","0.0.0.0","Passed",""
"2020-07-23T08:25:28.0174301Z","1","",,"","","4322a2294a894021ade7bd6c9bcb7c78","South Central US","",,"","","{""FullTestResultAvailable"":""false"",""WebtestArmResourceName"":""website-ui-test"",""SyntheticMonitorId"":""default_website-ui-test_us-tx-sn1-azr"",""WebtestLocationId"":""us-tx-sn1-azr"",""SourceId"":""sid://75c23ac3-28d1-4237-aca1-72841c44b082.visualstudio.com/applications/iotblockchain-kqmzpa/features/website-ui-test/locations/us-tx-sn1-azr""}","1","786","","PC","Texas","a1cfbe77-5dbc-47b7-b8e3-e0e1ed1b11c7","iotblockchain-kqmzpa","San Antonio","75c23ac3-28d1-4237-aca1-72841c44b082","4322a2294a894021ade7bd6c9bcb7c78","availabilityResult","","","","18e5b089-ccbe-11ea-8ff3-abf3b2c060c9","","","","United States","4322a2294a894021ade7bd6c9bcb7c78","website-ui-test","0.0.0.0","Passed",""
"2020-07-23T08:25:44.7688272Z","1","",,"","","db8adc7a21a3492c9f170352ada55d90","North Central US","",,"","","{""FullTestResultAvailable"":""false"",""WebtestArmResourceName"":""website-api-test"",""SyntheticMonitorId"":""default_website-api-test_us-il-ch1-azr"",""WebtestLocationId"":""us-il-ch1-azr"",""SourceId"":""sid://75c23ac3-28d1-4237-aca1-72841c44b082.visualstudio.com/applications/iotblockchain-kqmzpa/features/website-api-test/locations/us-il-ch1-azr""}","1","219","","PC","Illinois","a1cfbe77-5dbc-47b7-b8e3-e0e1ed1b11c7","iotblockchain-kqmzpa","Chicago","75c23ac3-28d1-4237-aca1-72841c44b082","db8adc7a21a3492c9f170352ada55d90","availabilityResult","","","","24734c99-ccbe-11ea-84f8-672cf5a91919","","","","United States","db8adc7a21a3492c9f170352ada55d90","website-api-test","0.0.0.0","Passed",""
"2020-07-23T08:25:47.881693Z","1","",,"","","75a0c5f7549d46ba9a101a72de05ec6c","North Central US","",,"","","{""FullTestResultAvailable"":""false"",""WebtestArmResourceName"":""website-ui-test"",""SyntheticMonitorId"":""default_website-ui-test_us-il-ch1-azr"",""WebtestLocationId"":""us-il-ch1-azr"",""SourceId"":""sid://75c23ac3-28d1-4237-aca1-72841c44b082.visualstudio.com/applications/iotblockchain-kqmzpa/features/website-ui-test/locations/us-il-ch1-azr""}","1","817","","PC","Illinois","a1cfbe77-5dbc-47b7-b8e3-e0e1ed1b11c7","iotblockchain-kqmzpa","Chicago","75c23ac3-28d1-4237-aca1-72841c44b082","75a0c5f7549d46ba9a101a72de05ec6c","availabilityResult","","","","2ae9a844-ccbe-11ea-9ed4-61f5f4a1401d","","","","United States","75a0c5f7549d46ba9a101a72de05ec6c","website-ui-test","0.0.0.0","Passed",""
"2020-07-23T08:26:23.7997655Z","1","",,"","","70aa4bded31d4350a4cd1c17c38a0851","Central US","",,"","","{""FullTestResultAvailable"":""false"",""WebtestArmResourceName"":""website-api-test"",""SyntheticMonitorId"":""default_website-api-test_us-fl-mia-edge"",""WebtestLocationId"":""us-fl-mia-edge"",""SourceId"":""sid://75c23ac3-28d1-4237-aca1-72841c44b082.visualstudio.com/applications/iotblockchain-kqmzpa/features/website-api-test/locations/us-fl-mia-edge""}","1","263","","PC","Iowa","a1cfbe77-5dbc-47b7-b8e3-e0e1ed1b11c7","iotblockchain-kqmzpa","Des Moines","75c23ac3-28d1-4237-aca1-72841c44b082","70aa4bded31d4350a4cd1c17c38a0851","availabilityResult","","","","4330901a-ccbe-11ea-8205-1dee5cf215e1","","","","United States","70aa4bded31d4350a4cd1c17c38a0851","website-api-test","0.0.0.0","Passed",""
"2020-07-23T08:26:36.8654136Z","1","",,"","","bae62abe7e6142aab794bccc2b2351f3","Central US","",,"","","{""FullTestResultAvailable"":""false"",""WebtestArmResourceName"":""website-ui-test"",""SyntheticMonitorId"":""default_website-ui-test_us-fl-mia-edge"",""WebtestLocationId"":""us-fl-mia-edge"",""SourceId"":""sid://75c23ac3-28d1-4237-aca1-72841c44b082.visualstudio.com/applications/iotblockchain-kqmzpa/features/website-ui-test/locations/us-fl-mia-edge""}","1","854","","PC","Iowa","a1cfbe77-5dbc-47b7-b8e3-e0e1ed1b11c7","iotblockchain-kqmzpa","Des Moines","75c23ac3-28d1-4237-aca1-72841c44b082","bae62abe7e6142aab794bccc2b2351f3","availabilityResult","","","","480c4e52-ccbe-11ea-8b7b-4b82d4c3fb5d","","","","United States","bae62abe7e6142aab794bccc2b2351f3","website-ui-test","0.0.0.0","Passed",""
